http://data.semanticweb.org/ns/swc/ontology#PanelsChair;http://www.scholarlydata.org/resource/panels-chair
http://data.semanticweb.org/ns/swc/ontology#PanelChair;http://www.scholarlydata.org/resource/panel-chair
http://data.semanticweb.org/ns/swc/ontology#Delegate;http://www.scholarlydata.org/resource/participant
http://data.semanticweb.org/ns/swc/ontology#PhDSymposiumChair;http://www.scholarlydata.org/resource/phd-symposium-chair
http://data.semanticweb.org/ns/swc/ontology#DoctoralConsortiumChair;http://www.scholarlydata.org/resource/phd-symposium-chair
http://data.semanticweb.org/ns/swc/ontology#PhDSymposium;http://www.scholarlydata.org/resource/phd-symposium-chair
http://data.semanticweb.org/ns/swc/ontology#DemoandPostersChair;http://www.scholarlydata.org/resource/posters-chair
http://data.semanticweb.org/ns/swc/ontology#PosterChair;http://www.scholarlydata.org/resource/posters-chair
http://data.semanticweb.org/ns/swc/ontology#PostersChair;http://www.scholarlydata.org/resource/posters-chair
http://data.semanticweb.org/ns/swc/ontology#PosterandDemoChair;http://www.scholarlydata.org/resource/posters-chair
http://data.semanticweb.org/ns/swc/ontology#Presenter;http://www.scholarlydata.org/resource/presenter
http://data.semanticweb.org/ns/swc/ontology#TutorialPresenter;http://www.scholarlydata.org/resource/presenter
http://data.semanticweb.org/ns/swc/ontology#PrintedProceedingsChair;http://www.scholarlydata.org/resource/proceedings-chair
http://data.semanticweb.org/ns/swc/ontology#ProceedingsChair;http://www.scholarlydata.org/resource/proceedings-chair
http://data.semanticweb.org/ns/swc/ontology#ProgrammeChair;http://www.scholarlydata.org/resource/programme-chair
http://data.semanticweb.org/ns/swc/ontology#PCMember;http://www.scholarlydata.org/resource/programme-committee-member
http://data.semanticweb.org/ns/swc/ontology#ProgrammeCommitteeMember;http://www.scholarlydata.org/resource/programme-committee-member
http://data.semanticweb.org/ns/swc/ontology#PublicityChair;http://www.scholarlydata.org/resource/publicity-chair
http://data.semanticweb.org/ns/swc/ontology#Reviewer;http://www.scholarlydata.org/resource/reviewer
http://data.semanticweb.org/ns/swc/ontology#Role;http://www.scholarlydata.org/resource/generic-role
http://data.semanticweb.org/ns/swc/ontology#SessionChair;http://www.scholarlydata.org/resource/session-chair
http://data.semanticweb.org/ns/swc/ontology#Sponsor;http://www.scholarlydata.org/resource/sponsor
http://data.semanticweb.org/ns/swc/ontology#SponsorshipChair;http://www.scholarlydata.org/resource/sponsorship-chair
http://data.semanticweb.org/ns/swc/ontology#SponsorshipManagers;http://www.scholarlydata.org/resource/sponsorship-chair
http://data.semanticweb.org/ns/swc/ontology#SponsorChair;http://www.scholarlydata.org/resource/sponsorship-chair
http://data.semanticweb.org/ns/swc/ontology#SemanticWebinUseChairs;http://www.scholarlydata.org/resource/track-chair
http://data.semanticweb.org/ns/swc/ontology#DevelopersTrackChair;http://www.scholarlydata.org/resource/track-chair
http://data.semanticweb.org/ns/swc/ontology#RefereedPaperTrackChair;http://www.scholarlydata.org/resource/track-chair
http://data.semanticweb.org/ns/swc/ontology#SemanticWebIn-UseChair;http://www.scholarlydata.org/resource/track-chair
http://data.semanticweb.org/ns/swc/ontology#Treasurer;http://www.scholarlydata.org/resource/treasurer
http://data.semanticweb.org/ns/swc/ontology#TutorialChair;http://www.scholarlydata.org/resource/tutorials-chair
http://data.semanticweb.org/ns/swc/ontology#TutorialsChair;http://www.scholarlydata.org/resource/tutorials-chair
http://data.semanticweb.org/ns/swc/ontology#VolunteersChair;http://www.scholarlydata.org/resource/volunteers-chair
http://data.semanticweb.org/ns/swc/ontology#WebmasterandConferenceAdministrator;http://www.scholarlydata.org/resource/webmaster
http://data.semanticweb.org/ns/swc/ontology#Webmaster;http://www.scholarlydata.org/resource/webmaster
http://data.semanticweb.org/ns/swc/ontology#WorkshopsChair;http://www.scholarlydata.org/resource/workshops-chair
http://data.semanticweb.org/ns/swc/ontology#WorkshopChair;http://www.scholarlydata.org/resource/workshops-chair
http://data.semanticweb.org/ns/swc/ontology#WorkshopOrganiser;http://www.scholarlydata.org/resource/workshops-organiser
http://data.semanticweb.org/ns/swc/ontology#Host;http://www.scholarlydata.org/resource/host
http://data.semanticweb.org/ns/swc/ontology#Administrator;http://www.scholarlydata.org/resource/administrator
http://data.semanticweb.org/ns/swc/ontology#SubmissionsChair;http://www.scholarlydata.org/resource/submissions-chair
http://data.semanticweb.org/ns/swc/ontology#TutorialsOrganiser;http://www.scholarlydata.org/resource/tutorials-organiser
http://data.semanticweb.org/ns/swc/ontology#EUProjectNetworkingChair;http://www.scholarlydata.org/resource/eu-project-networking-chair
